patient_id,total_logins_30_days,avg_session_duration_minutes,reminder_response_rate,medicine_searches,chat_interactions,reminder_snooze_rate
P03796,48,5.6,0.94,8,15,0.32
P03797,26,5.4,0.45,8,10,0.18
P03798,57,14.8,0.93,1,9,0.31
P03799,23,13.0,0.68,4,12,0.37
P03800,72,9.5,0.87,4,15,0.23
P03801,34,9.3,0.51,8,6,0.22
P03802,33,8.8,0.5,1,9,0.26
P03803,30,3.2,0.33,1,10,0.26
P03804,26,10.1,0.55,7,14,0.14
P03805,9,8.7,0.46,10,11,0.08
P03806,51,3.4,0.88,0,4,0.05
P03807,46,6.0,0.95,0,2,0.19
P03808,17,13.9,0.36,0,5,0.08
P03809,26,11.1,0.64,3,12,0.3
P03810,50,5.2,0.95,3,14,0.22
P03811,25,10.0,0.61,2,15,0.28
P03812,6,2.7,0.51,2,8,0.24
P03813,19,4.4,0.53,1,10,0.22
P03814,39,11.3,0.3,7,3,0.12
P03815,32,10.3,0.36,0,2,0.06
P03816,22,5.4,0.6,8,10,0.09
P03817,20,8.5,0.92,8,4,0.11
P03818,22,3.9,0.89,7,13,0.36
P03819,16,3.5,0.38,10,2,0.32
P03820,7,7.7,0.36,5,13,0.12
P03821,36,2.1,0.62,2,8,0.26
P03822,40,10.2,0.45,2,0,0.2
P03823,77,2.2,0.98,7,5,0.09
P03824,22,4.7,0.49,7,3,0.29
P03825,23,14.0,0.4,9,1,0.07
P03826,38,11.9,0.61,7,10,0.3
P03827,13,2.9,0.56,2,3,0.17
P03828,17,10.0,0.38,3,1,0.11
P03829,51,10.9,0.95,5,2,0.29
P03830,12,2.7,0.42,5,6,0.36
P03831,10,2.4,0.43,9,8,0.07
P03832,27,12.0,0.97,10,1,0.08
P03833,35,5.4,0.89,3,7,0.25
P03834,76,7.5,0.86,8,13,0.31
P03835,39,2.4,0.47,5,10,0.09
P03836,23,2.3,0.91,7,3,0.3
P03837,40,7.7,0.96,8,4,0.19
P03838,35,13.0,0.55,10,3,0.22
P03839,23,12.3,0.91,0,0,0.37
P03840,67,11.0,0.93,2,0,0.13
P03841,37,9.2,0.89,5,11,0.18
P03842,86,4.3,0.87,1,14,0.12
P03843,11,6.8,0.34,2,8,0.28
P03844,43,12.7,0.94,2,14,0.14
P03845,28,13.6,0.96,8,4,0.3
P03846,22,10.2,0.36,9,2,0.23
P03847,35,2.7,0.89,1,13,0.34
P03848,73,12.8,0.87,8,4,0.28
P03849,20,8.1,0.51,10,5,0.27
P03850,9,12.8,0.63,10,5,0.11
P03851,81,4.7,0.92,3,2,0.3
P03852,24,10.8,0.47,0,13,0.07
P03853,30,3.3,0.46,0,15,0.22
P03854,55,9.7,0.91,7,11,0.17
P03855,52,11.1,0.91,5,7,0.35
P03856,35,2.2,0.64,8,2,0.34
P03857,76,4.1,0.9,6,1,0.22
P03858,5,6.0,0.52,4,6,0.24
P03859,38,7.2,0.33,2,9,0.18
P03860,7,4.9,0.42,0,7,0.21
P03861,37,13.1,0.55,10,10,0.35
P03862,20,11.3,0.59,2,4,0.23
P03863,9,14.0,0.34,10,14,0.16
P03864,37,13.6,0.65,2,13,0.09
P03865,66,13.9,0.86,2,14,0.12
P03866,34,14.6,0.44,9,11,0.24
P03867,72,4.3,0.86,9,2,0.11
P03868,89,6.8,0.91,3,9,0.09
P03869,15,4.6,0.46,4,10,0.33
P03870,28,3.7,0.62,5,1,0.16
P03871,34,10.0,0.48,1,13,0.18
P03872,10,14.8,0.37,7,10,0.08
P03873,9,5.4,0.61,2,12,0.14
P03874,29,8.5,0.58,6,10,0.33
P03875,38,10.6,0.86,5,1,0.12
P03876,17,13.3,0.32,3,5,0.23
P03877,31,9.2,0.97,6,5,0.14
P03878,59,12.2,0.89,9,11,0.24
P03879,46,8.3,0.97,9,7,0.25
P03880,10,14.4,0.47,0,9,0.39
P03881,6,13.8,0.35,8,11,0.35
P03882,19,9.4,0.48,10,14,0.07
P03883,34,7.8,0.41,10,14,0.35
P03884,63,2.6,0.97,10,2,0.38
P03885,31,3.6,0.61,1,0,0.27
P03886,70,11.3,0.97,6,9,0.11
P03887,5,12.4,0.56,1,13,0.11
P03888,22,11.4,0.41,1,9,0.1
P03889,82,13.2,0.92,5,7,0.22
P03890,24,7.6,0.39,3,3,0.07
P03891,7,6.3,0.64,10,1,0.09
P03892,25,4.0,0.91,9,12,0.35
P03893,48,6.4,0.88,2,8,0.32
P03894,32,7.2,0.37,10,0,0.3
P03895,66,11.8,0.93,0,11,0.08
P03896,17,14.8,0.5,0,14,0.3
P03897,27,11.3,0.64,1,15,0.31
P03898,72,8.1,0.97,6,4,0.24
P03899,45,11.5,0.95,9,13,0.19
P03900,54,9.0,0.91,1,8,0.4
P03901,22,7.8,0.5,2,14,0.1
P03902,25,12.9,0.98,9,4,0.28
P03903,9,8.1,0.33,10,4,0.07
P03904,30,6.3,0.91,5,11,0.09
P03905,10,9.9,0.62,4,12,0.16
P03906,12,7.5,0.33,3,6,0.25
P03907,59,7.5,0.91,10,9,0.23
P03908,21,7.4,0.91,4,10,0.24
P03909,23,9.1,0.38,0,14,0.3
P03910,27,13.8,0.3,1,2,0.33
P03911,6,13.3,0.54,10,15,0.39
P03912,26,6.1,0.97,3,11,0.22
P03913,21,14.1,0.45,8,2,0.36
P03914,24,12.9,0.54,6,1,0.31
P03915,27,3.9,0.69,3,7,0.21
P03916,7,13.4,0.36,7,6,0.13
P03917,6,13.1,0.7,0,7,0.11
P03918,39,8.3,0.54,10,10,0.09
P03919,14,9.7,0.53,9,6,0.34
P03920,31,14.3,0.67,2,1,0.35
P03921,58,11.8,0.92,4,5,0.29
P03922,20,14.1,0.7,0,1,0.16
P03923,38,13.9,0.64,6,1,0.08
P03924,20,12.4,0.97,3,14,0.34
P03925,41,6.1,0.93,7,9,0.23
P03926,28,5.7,0.33,7,4,0.31
P03927,10,5.8,0.54,0,8,0.11
P03928,16,4.7,0.46,0,12,0.33
P03929,29,12.7,0.51,4,9,0.06
P03930,39,5.6,0.6,9,4,0.13
P03931,58,14.0,0.93,3,14,0.34
P03932,26,8.9,0.52,8,9,0.37
P03933,49,6.1,0.97,5,11,0.4
P03934,36,4.7,0.67,5,12,0.2
P03935,50,5.9,0.95,5,14,0.39
P03936,68,6.8,0.91,4,4,0.28
P03937,36,11.4,0.52,10,6,0.3
P03938,12,4.7,0.49,10,15,0.09
P03939,22,13.0,0.37,2,2,0.33
P03940,9,14.4,0.64,10,13,0.11
P03941,79,7.4,0.87,3,6,0.26
P03942,21,8.8,0.39,3,7,0.19
P03943,37,5.8,0.85,4,14,0.19
P03944,20,8.2,0.63,3,1,0.08
P03945,36,14.7,0.65,10,7,0.35
P03946,67,14.6,0.94,9,14,0.09
P03947,15,14.0,0.46,1,8,0.4
P03948,17,8.1,0.51,0,13,0.33
P03949,32,5.5,0.89,2,8,0.25
P03950,28,5.9,0.91,6,11,0.26
P03951,86,10.5,0.87,8,0,0.28
P03952,90,2.3,0.9,6,2,0.05
P03953,35,5.6,0.69,2,12,0.13
P03954,34,11.0,0.88,9,9,0.05
P03955,35,8.3,0.91,3,11,0.31
P03956,40,7.4,0.9,8,6,0.4
P03957,22,13.8,0.63,6,14,0.1
P03958,40,10.3,0.44,4,0,0.33
P03959,36,4.8,0.93,9,13,0.11
P03960,55,6.7,0.93,8,12,0.21
P03961,37,11.4,0.5,3,13,0.34
P03962,82,14.4,0.95,5,15,0.29
P03963,72,8.6,0.91,10,13,0.4
P03964,87,12.5,0.88,3,14,0.39
P03965,37,3.8,0.91,7,11,0.05
P03966,89,2.2,0.86,3,0,0.15
P03967,5,6.2,0.47,10,13,0.39
P03968,19,4.5,0.33,7,8,0.14
P03969,20,8.8,0.51,3,4,0.23
P03970,36,12.5,0.97,3,6,0.31
P03971,31,8.6,0.69,8,2,0.25
P03972,64,7.7,0.95,7,6,0.28
P03973,8,2.8,0.5,9,6,0.23
P03974,17,9.5,0.66,2,0,0.09
P03975,20,8.5,0.6,10,15,0.38
P03976,5,7.4,0.68,1,6,0.19
P03977,38,2.2,0.88,2,1,0.19
P03978,38,10.8,0.56,1,14,0.15
P03979,40,9.2,0.44,0,2,0.33
P03980,35,6.7,0.35,7,14,0.33
P03981,34,7.1,0.48,2,3,0.31
P03982,33,10.7,0.7,6,5,0.13
P03983,36,11.4,0.56,10,6,0.27
P03984,23,11.6,0.66,10,4,0.14
P03985,17,14.3,0.67,4,3,0.16
P03986,78,6.9,0.85,10,12,0.38
P03987,70,12.1,0.92,10,4,0.32
P03988,25,13.2,0.63,8,2,0.12
P03989,46,10.5,0.96,0,10,0.37
P03990,54,9.2,0.89,9,1,0.35
P03991,32,6.2,0.37,1,9,0.33
P03992,45,12.8,0.96,10,7,0.34
P03993,29,13.6,0.56,4,0,0.3
P03994,36,6.3,0.42,9,2,0.07
P03995,22,11.2,0.54,10,10,0.28
P03996,40,8.8,0.42,8,5,0.14
P03997,26,12.5,0.44,4,15,0.12
P03998,16,3.0,0.49,4,6,0.37
P03999,19,5.7,0.44,7,14,0.18
P04000,66,7.0,0.86,7,11,0.2
P04001,50,3.8,0.89,10,0,0.08
P04002,16,8.3,0.33,2,6,0.2
P04003,15,14.7,0.6,8,5,0.32
P04004,72,11.6,0.92,3,13,0.25
P04005,21,7.6,0.88,8,15,0.36
P04006,16,8.0,0.64,7,15,0.18
P04007,14,3.1,0.61,4,14,0.09
P04008,75,9.2,0.86,4,11,0.1
P04009,20,3.8,0.97,10,13,0.09
P04010,40,5.1,0.6,10,14,0.37
P04011,14,3.9,0.65,6,1,0.28
P04012,31,12.3,0.6,7,3,0.06
P04013,27,6.7,0.85,5,8,0.25
P04014,25,13.5,0.5,3,9,0.32
P04015,23,11.0,0.87,6,3,0.36
P04016,22,8.3,0.87,7,13,0.15
P04017,13,14.6,0.48,3,7,0.35
P04018,8,10.9,0.32,1,3,0.22
P04019,70,3.9,0.91,3,4,0.07
P04020,6,6.7,0.49,1,10,0.37
P04021,10,7.6,0.62,7,3,0.39
P04022,39,14.3,0.94,10,14,0.1
P04023,17,14.6,0.31,4,15,0.12
P04024,84,10.2,0.93,0,5,0.11
P04025,27,8.7,0.97,6,9,0.31
P04026,37,3.6,0.4,0,14,0.05
P04027,9,6.2,0.51,1,5,0.21
P04028,14,13.3,0.38,6,5,0.09
P04029,44,12.2,0.93,1,5,0.21
P04030,24,3.9,0.87,0,1,0.36
P04031,7,8.9,0.61,1,6,0.36
P04032,34,3.8,0.47,1,10,0.4
P04033,22,8.9,0.47,8,8,0.21
P04034,36,11.1,0.65,8,4,0.27
P04035,73,10.1,0.91,0,3,0.39
P04036,79,4.7,0.9,9,12,0.19
P04037,34,10.7,0.95,10,12,0.31
P04038,8,10.4,0.39,10,14,0.35
P04039,22,5.2,0.97,5,13,0.27
P04040,63,7.7,0.95,7,14,0.28
P04041,36,5.1,0.94,5,12,0.28
P04042,24,13.1,0.64,3,1,0.28
P04043,14,14.6,0.56,7,7,0.27
P04044,42,5.8,0.93,10,15,0.19
P04045,60,9.3,0.97,1,9,0.06
P04046,13,4.6,0.35,8,11,0.14
P04047,26,7.2,0.68,6,13,0.36
P04048,19,11.8,0.64,0,4,0.38
P04049,38,12.5,0.52,6,5,0.13
P04050,82,2.4,0.87,1,8,0.35
P04051,34,2.1,0.93,8,5,0.34
P04052,79,5.0,0.92,4,13,0.38
P04053,40,5.1,0.41,8,13,0.36
P04054,18,8.6,0.43,2,1,0.36
P04055,10,8.7,0.41,2,8,0.16
P04056,18,6.9,0.63,6,2,0.23
P04057,67,11.3,0.9,9,1,0.37
P04058,8,8.9,0.63,6,12,0.13
P04059,23,8.7,0.92,6,6,0.12
P04060,54,12.4,0.92,5,4,0.19
P04061,38,11.3,0.6,7,10,0.2
P04062,70,8.4,0.95,2,7,0.22
P04063,32,3.9,0.33,4,13,0.28
P04064,50,11.7,0.98,5,15,0.29
P04065,29,4.3,0.39,3,6,0.39
P04066,40,8.7,0.97,5,0,0.4
P04067,18,13.6,0.69,4,2,0.13
P04068,54,13.7,0.97,1,9,0.1
P04069,22,4.2,0.98,5,5,0.21
P04070,5,8.2,0.33,9,2,0.11
P04071,60,13.9,0.93,1,15,0.25
P04072,89,8.8,0.87,6,1,0.09
P04073,22,13.5,0.9,3,10,0.19
P04074,61,3.0,0.89,7,3,0.38
P04075,39,9.8,0.43,1,2,0.18
P04076,17,8.3,0.34,1,10,0.16
P04077,27,6.1,0.38,2,7,0.13
P04078,31,11.8,0.39,7,2,0.25
P04079,28,7.7,0.34,2,4,0.24
P04080,34,3.9,0.31,2,9,0.35
P04081,11,5.9,0.63,5,3,0.27
P04082,85,5.4,0.97,3,1,0.28
P04083,32,6.4,0.91,5,2,0.11
P04084,38,13.5,0.33,9,11,0.27
P04085,36,10.5,0.68,3,12,0.3
P04086,33,6.4,0.47,3,13,0.34
P04087,9,7.6,0.59,10,15,0.34
P04088,45,6.8,0.89,9,8,0.2
P04089,12,5.7,0.65,6,7,0.13
P04090,49,11.4,0.95,2,9,0.18
P04091,19,13.9,0.58,2,12,0.09
P04092,11,10.0,0.36,0,2,0.07
P04093,32,13.7,0.7,6,9,0.39
P04094,36,14.5,0.48,5,5,0.13
P04095,75,8.5,0.92,1,8,0.22
P04096,29,14.9,0.43,2,12,0.24
P04097,31,6.8,0.94,5,13,0.13
P04098,24,13.5,0.91,4,12,0.3
P04099,67,3.0,0.87,6,12,0.12
P04100,84,8.3,0.89,10,13,0.17
P04101,19,3.7,0.61,9,7,0.39
P04102,63,12.4,0.96,4,0,0.4
P04103,72,2.9,0.87,3,7,0.27
P04104,31,5.5,0.35,10,8,0.08
P04105,28,5.1,0.9,8,8,0.35
P04106,26,5.7,0.93,8,14,0.3
P04107,39,9.4,0.55,2,6,0.08
P04108,35,5.4,0.39,10,3,0.2
P04109,30,7.6,0.5,3,4,0.23
P04110,27,14.6,0.7,6,10,0.32
P04111,29,9.3,0.88,1,14,0.34
P04112,27,4.5,0.47,8,15,0.29
P04113,25,5.1,0.65,6,15,0.12
P04114,21,10.4,0.69,4,7,0.08
P04115,19,4.5,0.57,0,4,0.32
P04116,5,3.9,0.46,9,11,0.22
P04117,21,6.3,0.35,7,5,0.35
P04118,32,13.4,0.33,2,6,0.21
P04119,72,5.3,0.86,4,12,0.22
P04120,52,9.7,0.91,2,3,0.22
P04121,39,13.1,0.93,8,8,0.13
P04122,83,7.8,0.93,7,6,0.06
P04123,75,8.6,0.93,6,2,0.24
P04124,25,14.0,0.97,5,4,0.26
P04125,36,4.1,0.33,9,14,0.11
P04126,10,9.5,0.52,5,14,0.34
P04127,36,11.3,0.97,5,2,0.2
P04128,7,8.0,0.53,5,0,0.1
P04129,16,6.8,0.58,6,11,0.31
P04130,24,5.6,0.46,9,13,0.17
P04131,37,13.4,0.4,6,13,0.07
P04132,87,2.2,0.98,8,4,0.2
P04133,75,10.3,0.87,2,10,0.1
P04134,13,7.7,0.59,4,13,0.31
P04135,5,9.9,0.43,5,3,0.29
P04136,47,2.1,0.92,4,3,0.29
P04137,77,13.3,0.98,1,6,0.27
P04138,37,8.2,0.57,7,0,0.3
P04139,23,6.6,0.58,7,10,0.3
P04140,17,6.0,0.47,10,6,0.13
P04141,18,11.0,0.69,3,1,0.12
P04142,20,12.6,0.51,10,10,0.12
P04143,32,11.3,0.86,1,10,0.37
P04144,77,10.1,0.9,5,13,0.08
P04145,67,13.3,0.87,8,4,0.3
P04146,38,3.0,0.42,7,9,0.15
P04147,27,10.9,0.31,4,10,0.29
P04148,16,13.0,0.58,7,6,0.23
P04149,6,4.5,0.41,10,8,0.32
P04150,27,12.4,0.67,6,6,0.36
P04151,60,6.2,0.93,2,6,0.31
P04152,40,8.1,0.43,10,9,0.34
P04153,19,11.2,0.43,0,4,0.38
P04154,21,11.6,0.66,3,15,0.18
P04155,7,3.3,0.53,10,3,0.14
P04156,21,4.5,0.41,5,2,0.3
P04157,53,4.4,0.91,2,4,0.1
P04158,38,12.6,0.32,9,15,0.07
P04159,25,11.9,0.65,9,9,0.2
P04160,26,13.3,0.62,10,15,0.17
P04161,54,13.7,0.93,0,9,0.15
P04162,26,11.7,0.88,4,11,0.27
P04163,40,2.6,0.58,10,1,0.34
P04164,12,14.3,0.68,5,6,0.2
P04165,80,6.2,0.97,6,14,0.2
P04166,11,9.1,0.54,7,14,0.36
P04167,14,10.5,0.31,0,8,0.26
P04168,51,2.3,0.9,1,6,0.27
P04169,28,6.5,0.51,9,6,0.09
P04170,23,10.1,0.31,1,11,0.12
P04171,8,8.3,0.63,8,10,0.37
P04172,27,6.1,0.6,0,7,0.24
P04173,36,7.6,0.59,1,0,0.3
P04174,72,2.4,0.88,8,12,0.35
P04175,6,6.1,0.46,4,14,0.14
P04176,60,7.5,0.96,3,8,0.11
P04177,38,9.6,0.52,6,1,0.26
P04178,71,6.0,0.98,1,6,0.2
P04179,20,14.1,0.45,6,2,0.34
P04180,66,10.9,0.87,9,1,0.13
P04181,5,8.0,0.44,10,10,0.23
P04182,54,8.7,0.91,3,3,0.25
P04183,9,10.3,0.31,4,10,0.33
P04184,6,7.7,0.62,7,6,0.21
P04185,6,2.4,0.36,2,10,0.19
P04186,38,12.9,0.94,2,13,0.11
P04187,5,5.3,0.32,6,0,0.4
P04188,34,8.0,0.51,5,15,0.06
P04189,57,6.0,0.89,7,4,0.28
P04190,63,14.8,0.94,1,4,0.34
P04191,70,6.1,0.85,3,13,0.3
P04192,86,13.0,0.89,2,6,0.4
P04193,10,9.0,0.61,6,5,0.28
P04194,36,8.4,0.54,2,7,0.36
P04195,23,4.7,0.54,1,4,0.07
P04196,50,7.2,0.9,10,3,0.14
P04197,72,14.0,0.93,7,6,0.19
P04198,30,6.3,0.45,8,10,0.26
P04199,58,11.5,0.89,0,13,0.32
P04200,26,14.3,0.69,2,14,0.38
P04201,24,2.5,0.31,1,14,0.34
P04202,13,14.5,0.58,5,15,0.31
P04203,41,10.8,0.97,8,0,0.28
P04204,37,3.8,0.94,1,14,0.39
P04205,9,11.2,0.51,6,8,0.14
P04206,87,3.0,0.95,7,2,0.11
P04207,20,10.4,0.62,4,14,0.1
P04208,89,5.8,0.92,10,4,0.15
P04209,69,6.5,0.97,1,5,0.15
P04210,14,12.0,0.54,1,10,0.36
P04211,34,4.0,0.66,8,1,0.16
P04212,76,6.6,0.97,5,3,0.24
P04213,58,9.8,0.89,2,14,0.17
P04214,25,14.8,0.63,4,3,0.14
P04215,69,4.8,0.89,4,13,0.14
P04216,78,5.0,0.94,10,7,0.23
P04217,38,12.7,0.68,3,10,0.34
P04218,84,5.2,0.88,1,7,0.16
P04219,66,7.0,0.98,3,8,0.35
P04220,22,4.7,0.57,4,14,0.37
P04221,15,12.9,0.46,7,4,0.05
P04222,30,4.3,0.37,7,7,0.14
P04223,30,11.3,0.87,10,15,0.08
P04224,58,2.8,0.9,7,5,0.3
P04225,24,12.2,0.93,9,8,0.36
P04226,52,4.6,0.94,7,15,0.18
P04227,25,4.7,0.42,2,10,0.17
P04228,26,5.0,0.48,8,2,0.32
P04229,39,2.2,0.93,8,14,0.15
P04230,20,13.7,0.95,5,3,0.22
P04231,90,14.5,0.95,10,14,0.38
P04232,50,11.5,0.91,5,11,0.06
P04233,54,3.2,0.85,6,11,0.25
P04234,39,7.9,0.57,4,13,0.39
P04235,32,6.4,0.5,2,2,0.16
P04236,7,10.9,0.56,0,2,0.2
P04237,31,4.1,0.88,7,3,0.34
P04238,21,8.4,0.9,2,2,0.32
P04239,21,3.2,0.36,10,2,0.3
P04240,82,5.9,0.94,9,12,0.2
P04241,71,11.5,0.9,4,0,0.26
P04242,72,4.7,0.9,1,5,0.26
P04243,83,4.1,0.93,8,11,0.12
P04244,33,13.8,0.88,1,7,0.3
P04245,29,4.4,0.87,2,5,0.37
P04246,34,2.9,0.66,2,1,0.27
P04247,80,4.0,0.87,8,2,0.34
P04248,40,11.6,0.88,7,12,0.27
P04249,5,8.1,0.42,8,9,0.33
P04250,36,14.3,0.68,7,5,0.3
P04251,5,7.9,0.68,5,9,0.18
P04252,22,5.5,0.96,1,9,0.31
P04253,25,6.5,0.62,2,9,0.37
P04254,72,13.8,0.85,2,15,0.14
P04255,38,9.6,0.97,7,1,0.16
P04256,19,14.4,0.44,0,9,0.27
P04257,23,13.8,0.86,10,15,0.14
P04258,8,4.4,0.5,5,7,0.14
P04259,9,12.2,0.37,5,8,0.37
P04260,30,2.0,0.39,1,8,0.06
P04261,49,9.9,0.92,0,3,0.32
P04262,19,4.8,0.61,6,14,0.35
P04263,30,7.5,0.32,7,15,0.22
P04264,73,11.5,0.96,5,3,0.06
P04265,39,11.6,0.4,3,15,0.25
P04266,85,7.3,0.86,7,8,0.32
P04267,44,6.5,0.85,0,11,0.3
P04268,5,6.7,0.69,4,7,0.17
P04269,82,2.4,0.96,3,7,0.15
P04270,86,14.4,0.97,5,5,0.21
P04271,42,8.2,0.91,1,9,0.19
P04272,16,11.5,0.41,0,12,0.32
P04273,36,3.6,0.58,8,12,0.15
P04274,59,4.6,0.94,0,14,0.13
P04275,6,2.6,0.5,6,7,0.1
P04276,28,5.2,0.54,4,13,0.23
P04277,39,6.9,0.38,4,2,0.33
P04278,65,8.6,0.88,2,10,0.21
P04279,13,4.5,0.3,3,13,0.32
P04280,39,11.3,0.51,10,12,0.33
P04281,16,5.2,0.68,5,5,0.23
P04282,40,3.9,0.88,7,1,0.15
P04283,34,12.0,0.57,2,1,0.27
P04284,13,14.8,0.47,4,4,0.07
P04285,19,5.8,0.67,8,12,0.31
P04286,33,8.6,0.64,2,5,0.36
P04287,41,7.8,0.89,2,2,0.15
P04288,31,14.4,0.65,9,8,0.14
P04289,35,11.8,0.55,4,6,0.38
P04290,35,12.8,0.38,0,5,0.12
P04291,15,7.5,0.3,10,0,0.12
P04292,74,8.1,0.96,9,12,0.29
P04293,54,12.5,0.89,8,10,0.34
P04294,85,13.4,0.97,3,9,0.17
P04295,30,9.4,0.87,3,3,0.39
P04296,26,10.6,0.91,5,13,0.12
P04297,22,7.2,0.38,10,14,0.25
P04298,41,12.8,0.93,0,1,0.12
P04299,28,13.5,0.63,7,14,0.34
P04300,68,11.7,0.86,4,2,0.39
P04301,32,14.9,0.45,2,3,0.37
P04302,40,7.4,0.7,10,3,0.22
P04303,17,3.5,0.49,5,13,0.24
P04304,23,10.0,0.58,7,14,0.17
P04305,38,4.5,0.44,4,2,0.35
P04306,32,3.1,0.59,7,6,0.22
P04307,9,11.7,0.37,5,5,0.14
P04308,40,8.2,0.96,7,14,0.18
P04309,40,8.0,0.64,10,9,0.39
P04310,14,14.2,0.44,5,2,0.28
P04311,80,6.0,0.94,10,12,0.09
P04312,35,10.9,0.5,7,9,0.23
P04313,24,12.6,0.48,1,8,0.09
P04314,40,11.4,0.65,5,8,0.38
P04315,55,8.1,0.86,0,8,0.39
P04316,70,9.0,0.96,9,5,0.37
P04317,78,14.8,0.86,3,14,0.06
P04318,85,12.2,0.88,2,5,0.27
P04319,10,8.3,0.62,5,10,0.16
P04320,28,13.2,0.7,10,2,0.33
P04321,35,4.1,0.42,4,8,0.26
P04322,39,9.0,0.93,5,6,0.24
P04323,86,2.5,0.95,10,0,0.35
P04324,29,3.5,0.56,1,3,0.07
P04325,14,7.3,0.51,8,15,0.08
P04326,8,4.1,0.61,10,10,0.06
P04327,50,14.5,0.87,7,14,0.22
P04328,8,12.7,0.34,10,9,0.11
P04329,26,8.5,0.4,4,1,0.3
P04330,26,12.5,0.54,5,6,0.3
P04331,35,5.6,0.89,2,3,0.07
P04332,27,2.1,0.92,5,9,0.31
P04333,38,3.4,0.61,7,10,0.09
P04334,62,3.4,0.95,2,5,0.27
P04335,11,13.2,0.6,7,9,0.12
P04336,39,12.7,0.3,1,12,0.29
P04337,16,2.1,0.65,7,11,0.36
P04338,27,7.7,0.34,5,6,0.12
P04339,17,6.1,0.61,4,0,0.29
P04340,29,9.6,0.67,7,9,0.13
P04341,56,9.6,0.9,5,3,0.34
P04342,38,6.6,0.67,10,9,0.16
P04343,28,5.5,0.5,4,12,0.33
P04344,28,9.6,0.33,3,2,0.34
P04345,25,4.8,0.31,9,2,0.23
P04346,5,3.7,0.67,10,12,0.22
P04347,27,10.1,0.62,4,3,0.08
P04348,80,11.4,0.91,1,13,0.25
P04349,33,3.4,0.49,7,1,0.19
P04350,50,14.7,0.94,0,2,0.11
P04351,20,5.5,0.62,0,3,0.19
P04352,12,3.1,0.45,9,15,0.37
P04353,8,7.0,0.67,2,14,0.18
P04354,18,8.5,0.48,8,1,0.33
P04355,81,15.0,0.92,2,14,0.35
P04356,19,13.4,0.67,1,0,0.08
P04357,67,8.8,0.94,3,6,0.32
P04358,9,5.4,0.31,0,10,0.17
P04359,6,12.1,0.49,7,2,0.27
P04360,19,12.6,0.33,0,6,0.19
P04361,8,5.2,0.41,0,3,0.21
P04362,87,2.3,0.87,5,4,0.08
P04363,26,12.1,0.91,5,13,0.33
P04364,88,4.9,0.86,3,0,0.35
P04365,79,6.8,0.87,2,15,0.38
P04366,13,9.1,0.43,7,10,0.2
P04367,13,10.9,0.65,5,6,0.38
P04368,31,8.7,0.47,9,11,0.31
P04369,31,6.2,0.97,10,15,0.34
P04370,26,11.6,0.88,1,3,0.27
P04371,8,9.8,0.5,4,3,0.1
P04372,68,12.8,0.91,1,13,0.05
P04373,16,3.5,0.67,1,8,0.36
P04374,23,3.0,0.51,3,14,0.28
P04375,17,2.8,0.67,2,11,0.05
P04376,18,4.0,0.42,5,13,0.29
P04377,24,2.5,0.39,4,5,0.27
P04378,32,9.5,0.69,2,1,0.17
P04379,35,5.1,0.32,6,8,0.28
P04380,24,7.5,0.64,9,7,0.28
P04381,84,9.4,0.86,1,6,0.32
P04382,23,14.0,0.43,0,13,0.15
P04383,12,5.1,0.63,4,2,0.23
P04384,25,4.7,0.54,5,9,0.36
P04385,5,7.5,0.32,8,10,0.27
P04386,45,8.0,0.91,9,1,0.29
P04387,58,4.2,0.88,2,11,0.13
P04388,32,8.5,0.68,3,10,0.08
P04389,70,9.2,0.86,3,12,0.31
P04390,20,11.5,0.33,7,3,0.4
P04391,5,7.2,0.4,1,11,0.14
P04392,34,8.0,0.46,3,8,0.3
P04393,40,5.5,0.38,5,14,0.13
P04394,35,5.5,0.54,3,10,0.27
P04395,18,10.1,0.39,10,14,0.18
P04396,23,14.3,0.55,4,4,0.23
P04397,7,10.4,0.59,10,10,0.27
P04398,29,8.1,0.51,8,15,0.2
P04399,80,11.5,0.98,0,7,0.34
P04400,42,5.7,0.93,9,6,0.26
P04401,34,8.5,0.95,5,1,0.24
P04402,22,13.0,0.58,2,4,0.29
P04403,7,3.1,0.58,7,15,0.38
P04404,22,4.3,0.62,5,3,0.16
P04405,27,8.3,0.88,7,5,0.31
P04406,72,3.1,0.93,0,5,0.33
P04407,7,7.6,0.61,8,0,0.12
P04408,19,12.6,0.46,2,13,0.36
P04409,28,12.1,0.33,6,1,0.11
P04410,5,6.7,0.48,8,8,0.27
P04411,28,12.2,0.59,3,12,0.32
P04412,24,14.9,0.88,6,4,0.26
P04413,80,9.2,0.93,7,6,0.26
P04414,37,4.6,0.95,4,6,0.17
P04415,12,5.3,0.55,4,10,0.19
P04416,64,11.4,0.94,3,2,0.39
P04417,60,11.9,0.91,8,13,0.36
P04418,59,4.4,0.93,0,12,0.3
P04419,23,9.1,0.67,7,8,0.32
P04420,29,13.9,0.67,2,6,0.21
P04421,23,13.5,0.36,0,9,0.08
P04422,28,14.6,0.5,5,10,0.34
P04423,28,10.5,0.43,7,8,0.25
P04424,39,12.6,0.47,10,2,0.33
P04425,41,8.6,0.89,8,1,0.22
P04426,13,5.0,0.39,1,1,0.29
P04427,17,6.5,0.69,10,12,0.07
P04428,40,10.2,0.45,4,5,0.07
